Drug,Drug
215,180
215,186
215,193
215,194
215,200
215,201
215,204
215,205
215,207
215,208
215,216
215,228
215,233
215,234
215,235
215,245
215,248
215,252
215,256
215,264
215,265
215,266
216,6
216,8
216,9
216,15
216,26
216,29
216,31
216,42
216,53
216,55
216,56
216,65
216,66
216,67
216,90
216,92
216,103
216,108
216,110
216,117
216,121
216,130
216,134
216,147
216,160
216,177
216,180
216,193
216,200
216,201
216,204
216,205
216,208
216,217
216,228
216,234
216,245
216,252
216,256
216,265
216,266
217,1
217,6
217,8
217,9
217,15
217,16
217,26
217,29
217,31
217,32
217,35
217,41
217,42
217,53
217,55
217,56
217,65
217,68
217,85
217,90
217,92
217,102
217,107
217,108
217,111
217,113
217,114
217,116
217,117
217,121
217,130
217,134
217,160
217,177
217,180
217,186
217,193
217,194
217,200
217,201
217,204
217,205
217,207
217,208
217,216
217,225
217,233
217,234
217,235
217,245
217,248
217,252
217,253
217,256
217,264
217,265
217,266
218,1
218,8
218,9
218,15
218,16
218,26
218,29
218,31
218,32
218,35
218,41
218,42
218,53
218,54
218,55
218,56
218,65
218,68
218,84
218,85
218,90
218,91
218,102
218,103
218,107
218,108
218,111
218,113
218,114
218,116
218,117
218,121
218,130
218,134
218,147
218,155
218,160
218,177
218,180
218,186
218,193
218,194
218,200
218,201
218,203
218,204
218,207
218,208
218,217
218,225
218,228
218,232
218,233
218,235
218,245
218,248
218,252
218,255
218,256
218,264
218,265
218,266
219,1
219,6
219,8
219,15
219,26
219,29
219,31
219,32
219,35
219,41
219,42
219,53
219,55
219,56
219,65
219,90
219,92
219,108
219,110
219,111
219,113
219,114
219,116
219,117
219,121
219,130
219,134
219,160
219,177
219,180
219,193
219,194
219,200
219,201
219,203
219,205
219,207
219,216
219,217
219,234
219,245
219,248
219,252
219,256
219,265
219,266
220,6
220,8
220,9
220,15
220,16
220,26
220,29
220,31
220,32
220,35
220,42
220,53
220,55
220,56
220,65
220,66
220,67
220,84
220,90
220,91
220,92
220,103
220,108
220,110
220,111
220,113
220,116
220,117
220,121
220,130
220,134
220,147
220,160
220,177
220,180
220,186
220,193
220,194
220,200
220,201
220,204
220,205
220,207
220,208
220,216
220,228
220,233
220,235
220,245
220,248
220,252
220,255
220,256
220,265
220,266
221,1
221,6
221,8
221,9
221,15
221,26
221,29
221,31
221,32
221,35
221,41
221,42
221,53
221,55
221,56
221,65
221,68
221,90
221,91
221,92
221,102
221,107
221,108
221,110
221,111
221,113
221,114
221,116
221,117
221,121
221,130
221,134
221,160
221,177
221,180
221,186
221,193
221,194
221,200
221,201
221,204
221,205
221,207
221,208
221,216
221,217
221,225
221,228
221,233
221,234
221,235
221,245
221,248
221,252
221,253
221,256
221,264
221,265
221,266
222,6
222,8
222,31
222,35
222,56
222,85
222,90
222,91
222,102
222,107
222,108
222,113
222,130
222,160
222,186
222,193
222,204
222,207
222,225
222,235
222,245
222,248
223,1
223,6
223,8
223,15
223,16
223,26
223,29
223,31
223,32
223,35
223,41
223,42
223,53
223,55
223,56
223,65
223,66
223,67
223,68
223,90
223,91
223,92
223,102
223,107
223,108
223,110
223,111
223,113
223,114
223,116
223,117
223,121
223,130
223,134
223,147
223,160
223,177
223,180
223,186
223,193
223,194
223,200
223,201
223,204
223,205
223,207
223,208
223,216
223,217
223,225
223,228
223,233
223,234
223,235
223,245
223,248
223,252
223,253
223,256
223,264
223,265
223,266
224,1
224,6
224,8
224,9
224,15
224,16
224,26
224,29
224,31
224,32
224,35
224,41
224,42
224,53
224,55
224,56
224,65
224,66
224,67
224,68
224,84
224,85
224,90
224,91
224,92
224,102
224,103
224,107
224,108
224,110
224,111
224,113
224,114
224,116
224,117
224,121
224,130
224,134
224,147
224,160
224,177
224,180
224,186
224,193
224,194
224,200
224,201
224,203
224,204
224,205
224,207
224,208
224,216
224,217
224,225
224,228
224,233
224,234
224,235
224,245
224,248
224,252
224,253
224,256
224,264
224,265
224,266
225,1
225,6
225,8
225,9
225,16
225,26
225,29
225,31
225,32
225,35
225,41
225,42
225,53
225,54
225,55
225,56
225,65
225,68
225,84
225,85
225,90
225,91
225,102
225,103
225,107
225,108
225,110
225,113
225,114
225,116
225,117
225,130
225,147
225,155
225,160
225,177
225,186
225,193
225,194
225,200
225,201
225,203
225,204
225,207
225,208
225,217
225,222
225,228
225,232
225,233
225,234
225,235
225,245
225,248
225,253
225,255
225,256
225,264
225,266
226,1
226,6
226,8
226,9
226,16
226,26
226,29
226,31
226,32
226,35
226,41
226,42
226,54
226,65
226,68
226,84
226,85
226,90
226,91
226,102
226,103
226,107
226,108
226,110
226,111
226,113
226,114
226,116
226,130
226,147
226,155
226,160
226,177
226,186
226,193
226,194
226,200
226,203
226,204
226,207
226,208
226,217
226,222
226,225
226,228
226,232
226,233
226,234
226,235
226,245
226,248
226,253
226,255
226,256
226,264
228,1
228,8
228,9
228,15
228,16
228,26
228,29
228,31
228,32
228,35
228,41
228,42
228,53
228,54
228,55
228,56
228,65
228,66
228,67
228,68
228,84
228,85
228,90
228,91
228,92
228,102
228,103
228,108
228,110
228,111
228,113
228,114
228,116
228,117
228,121
228,130
228,134
228,147
228,155
228,160
228,177
228,180
228,186
228,193
228,194
228,200
228,201
228,203
228,204
228,205
228,207
228,208
228,216
228,225
228,232
228,233
228,235
228,245
228,248
228,252
228,255
228,256
228,264
228,265
228,266
229,29
229,32
229,35
229,55
229,56
229,66
229,67
229,68
229,84
229,90
229,91
229,92
229,103
229,107
229,108
229,110
229,111
229,121
229,130
229,134
229,147
229,160
229,177
229,180
229,186
229,193
229,194
229,200
229,205
229,208
229,216
229,225
229,228
229,235
229,252
229,264
229,265
230,6
230,8
230,15
230,16
230,26
230,29
230,31
230,32
230,35
230,41
230,42
230,55
230,56
230,66
230,84
230,85
230,90
230,91
230,92
230,102
230,107
230,108
230,110
230,111
230,113
230,114
230,116
230,117
230,121
230,130
230,134
230,147
230,160
230,177
230,180
230,186
230,193
230,194
230,200
230,201
230,204
230,205
230,207
230,216
230,217
230,222
230,225
230,228
230,234
230,235
230,245
230,248
230,252
230,253
230,255
230,256
230,265
231,6
231,8
231,9
231,15
231,16
231,26
231,29
231,31
231,32
231,35
231,41
231,42
231,53
231,55
231,56
231,65
231,66
231,67
231,84
231,90
231,91
231,92
231,103
231,107
231,108
231,110
231,111
231,113
231,114
231,116
231,117
231,121
231,130
231,134
231,147
231,160
231,177
231,180
231,186
231,193
231,194
231,200
231,201
231,205
231,207
231,208
231,216
231,222
231,228
231,233
231,234
231,245
231,248
231,252
231,255
231,256
231,265
231,266
232,1
232,8
232,9
232,16
232,29
232,35
232,41
232,54
232,56
232,65
232,68
232,84
232,85
232,102
232,114
232,116
232,130
232,147
232,155
232,200
232,203
232,204
232,207
232,225
232,228
232,233
232,248
232,255
232,264
233,1
233,6
233,8
233,9
233,15
233,16
233,26
233,29
233,31
233,32
233,35
233,41
233,42
233,53
233,54
233,55
233,56
233,65
233,68
233,84
233,85
233,90
233,91
233,102
233,108
233,111
233,113
233,114
233,116
233,117
233,121
233,130
233,147
233,155
233,160
233,177
233,180
233,186
233,193
233,194
233,200
233,201
233,203
233,204
233,207
233,208
233,217
233,225
233,228
233,232
233,234
233,235
233,245
233,248
233,252
233,255
233,256
233,264
233,265
233,266
234,1
234,6
234,8
234,15
234,16
234,26
234,29
234,31
234,32
234,35
234,41
234,42
234,53
234,55
234,56
234,65
234,68
234,90
234,92
234,102
234,107
234,108
234,110
234,111
234,113
234,114
234,116
234,117
234,121
234,130
234,134
234,147
234,160
234,177
234,180
234,186
234,193
234,194
234,200
234,201
234,204
234,205
234,207
234,208
234,216
234,217
234,225
234,233
234,235
234,245
234,248
234,252
234,253
234,256
234,264
234,265
234,266
235,1
235,6
235,8
235,9
235,15
235,16
235,26
235,29
235,31
235,32
235,35
235,41
235,42
235,53
235,55
235,56
235,65
235,68
235,85
235,90
235,91
235,92
235,102
235,103
235,107
235,108
235,110
235,111
235,113
235,114
235,116
235,117
235,121
235,130
235,147
235,160
235,177
235,180
235,186
235,193
235,194
235,200
235,201
235,204
235,207
235,208
235,217
235,222
235,225
235,228
235,233
235,234
235,245
235,248
235,252
235,253
235,256
235,264
235,265
235,266
236,1
236,6
236,8
236,15
236,16
236,26
236,29
236,31
236,32
236,35
236,41
236,42
236,53
236,55
236,56
236,65
236,68
236,85
236,90
236,91
236,92
236,102
236,107
236,108
236,111
236,113
236,114
236,116
236,117
236,121
236,130
236,134
236,147
236,160
236,177
236,180
236,186
236,193
236,194
236,200
236,201
236,204
236,205
236,207
236,208
236,216
236,217
236,222
236,225
236,228
236,233
236,234
236,235
236,245
236,248
236,252
236,253
236,256
236,264
236,265
236,266
237,6
237,8
237,9
237,15
237,16
237,26
237,29
237,31
237,32
237,35
237,41
237,42
237,53
237,55
237,56
237,65
237,66
237,67
237,68
237,85
237,90
237,92
237,103
237,107
237,108
237,110
237,111
237,113
237,114
237,121
237,130
237,134
237,147
237,160
237,177
237,180
237,186
237,193
237,194
237,200
237,201
237,205
237,207
237,208
237,216
237,217
237,235
237,245
237,248
237,252
237,264
237,265
238,8
238,26
238,29
238,35
238,41
238,42
238,53
238,55
238,56
238,66
238,67
238,90
238,107
238,108
238,110
238,111
238,113
238,114
238,116
238,117
238,130
238,134
238,147
238,160
238,177
238,180
238,193
238,194
238,201
238,207
238,208
238,217
238,228
238,234
238,235
238,245
238,253
238,256
238,265
239,6
239,8
239,15
239,16
239,26
239,29
239,31
239,32
239,35
239,41
239,42
239,53
239,55
239,56
239,65
239,68
239,85
239,90
239,92
239,107
239,108
239,111
239,113
239,114
239,117
239,121
239,130
239,134
239,160
239,177
239,180
239,186
239,193
239,194
239,200
239,201
239,205
239,207
239,208
239,216
239,217
239,234
239,235
239,245
239,248
239,252
239,256
239,264
239,265
239,266
240,1
240,6
240,8
240,15
240,26
240,29
240,31
240,32
240,35
240,41
240,42
240,53
240,55
240,56
240,90
240,92
240,102
240,107
240,116
240,117
240,121
240,130
240,134
240,160
240,177
240,180
240,186
240,193
240,194
240,200
240,201
240,205
240,207
240,216
240,217
240,225
240,233
240,234
240,235
240,245
240,248
240,252
240,253
240,256
240,264
240,265
240,266
241,1
241,6
241,8
241,16
241,26
241,29
241,32
241,35
241,41
241,55
241,65
241,68
241,85
241,90
241,91
241,102
241,103
241,107
241,108
241,110
241,111
241,113
241,114
241,116
241,117
241,130
241,147
241,155
241,160
241,177
241,186
241,193
241,194
241,201
241,203
241,204
241,207
241,208
241,225
241,234
241,235
241,245
241,248
241,256
241,264
241,266
242,1
242,6
242,16
242,29
242,31
242,32
242,35
242,41
242,42
242,53
242,55
242,65
242,84
242,102
242,107
242,114
242,116
242,117
242,147
242,186
242,193
242,194
242,201
242,207
242,217
242,225
242,228
242,233
242,234
242,235
242,245
242,248
242,253
242,255
242,256
242,264
242,266
243,1
243,6
243,8
243,16
243,26
243,29
243,31
243,32
243,35
243,41
243,42
243,53
243,55
243,65
243,68
243,85
243,90
243,91
243,102
243,103
243,107
243,108
243,111
243,113
243,114
243,116
243,117
243,130
243,147
243,155
243,160
243,177
243,186
243,193
243,194
243,201
243,204
243,207
243,208
243,217
243,222
243,225
243,233
243,234
243,235
243,245
243,248
243,253
243,256
243,264
243,266
244,1
244,6
244,8
244,16
244,26
244,29
244,31
244,32
244,35
244,41
244,42
244,53
244,55
244,65
244,68
244,85
244,90
244,91
244,102
244,103
244,107
244,108
244,111
244,113
244,114
244,116
244,117
244,130
244,147
244,155
244,160
244,177
244,180
244,186
244,193
244,194
244,201
244,204
244,207
244,208
244,217
244,222
244,225
244,228
244,233
244,234
244,235
244,245
244,248
244,253
244,256
244,264
244,266
245,1
245,6
245,8
245,9
245,15
245,16
245,26
245,29
245,31
245,32
245,35
245,41
245,42
245,53
245,55
245,56
245,65
245,66
245,67
245,85
245,90
245,91
245,92
245,102
245,103
245,107
245,108
245,110
245,111
245,113
245,114
245,116
245,117
245,121
245,130
245,134
245,147
245,160
245,177
245,180
245,186
245,193
245,194
245,200
245,201
245,203
245,204
245,205
245,207
245,208
245,216
245,217
245,222
245,225
245,228
245,233
245,234
245,235
245,248
245,252
245,256
245,264
245,265
245,266
246,8
246,15
246,26
246,29
246,31
246,32
246,35
246,42
246,55
246,56
246,90
246,91
246,108
246,111
246,113
246,116
246,117
246,121
246,130
246,160
246,177
246,180
246,186
246,193
246,194
246,201
246,204
246,207
246,208
246,228
246,233
246,235
246,245
246,252
246,256
246,265
246,266
247,6
247,9
247,16
247,29
247,31
247,32
247,35
247,41
247,42
247,56
247,66
247,67
247,84
247,85
247,90
247,91
247,102
247,107
247,108
247,110
247,111
247,113
247,114
247,116
247,130
247,134
247,147
247,155
247,160
247,177
247,180
247,186
247,193
247,194
247,200
247,204
247,207
247,208
247,222
247,225
247,228
247,235
247,245
247,248
247,253
247,255
247,256
247,264
247,265
248,1
248,6
248,8
248,9
248,16
248,26
248,29
248,31
248,32
248,35
248,41
248,53
248,54
248,55
248,56
248,65
248,68
248,84
248,85
248,90
248,91
248,102
248,103
248,107
248,108
248,111
248,113
248,114
248,116
248,130
248,134
248,147
248,155
248,160
248,177
248,180
248,186
248,193
248,194
248,200
248,201
248,203
248,204
248,207
248,208
248,217
248,222
248,225
248,228
248,232
248,233
248,234
248,235
248,245
248,255
248,256
248,264
249,6
249,15
249,26
249,31
249,32
249,53
249,55
249,56
249,90
249,92
249,110
249,121
249,130
249,134
249,160
249,177
249,180
249,193
249,194
249,200
249,201
249,205
249,216
249,217
249,248
249,252
249,264
249,265
250,1
250,6
250,8
250,9
250,16
250,29
250,31
250,32
250,35
250,41
250,42
250,65
250,68
250,85
250,90
250,91
250,102
250,107
250,108
250,111
250,113
250,114
250,116
250,117
250,130
250,147
250,160
250,186
250,193
250,194
250,204
250,207
250,208
250,217
250,222
250,225
250,228
250,234
250,235
250,245
250,248
250,253
250,264
251,1
251,6
251,8
251,15
251,16
251,26
251,29
251,31
251,32
251,35
251,41
251,42
251,53
251,55
251,56
251,65
251,68
251,84
251,85
251,90
251,91
251,92
251,102
251,103
251,107
251,108
251,111
251,113
251,114
251,116
251,117
251,121
251,130
251,134
251,147
251,155
251,160
251,177
251,180
251,186
251,193
251,194
251,200
251,201
251,204
251,205
251,207
251,208
251,216
251,217
251,225
251,228
251,233
251,234
251,235
251,245
251,248
251,252
251,256
251,264
251,265
251,266
252,6
252,8
252,9
252,15
252,26
252,29
252,31
252,32
252,35
252,42
252,53
252,55
252,56
252,65
252,66
252,67
252,90
252,91
252,92
252,103
252,108
252,110
252,111
252,113
252,116
252,117
252,121
252,130
252,134
252,147
252,160
252,177
252,180
252,186
252,193
252,194
252,200
252,201
252,204
252,205
252,207
252,208
252,216
252,217
252,228
252,233
252,234
252,235
252,245
252,256
252,265
252,266
253,9
253,29
253,32
253,35
253,41
253,42
253,56
253,102
253,107
253,114
253,116
253,117
253,193
253,194
253,207
253,217
253,225
253,234
253,235
253,264
254,6
254,29
254,31
254,35
254,53
254,55
254,85
254,90
254,91
254,102
254,107
254,108
254,113
254,116
254,117
254,130
254,160
254,180
254,186
254,193
254,194
254,201
254,204
254,207
254,217
254,222
254,225
254,228
254,235
254,245
254,248
254,256
255,1
255,8
255,9
255,16
255,29
255,32
255,35
255,41
255,42
255,54
255,56
255,65
255,68
255,84
255,85
255,91
255,102
255,108
255,111
255,114
255,116
255,130
255,147
255,155
255,186
255,200
255,203
255,204
255,207
255,225
255,228
255,232
255,233
255,248
255,264
256,1
256,6
256,8
256,15
256,16
256,26
256,29
256,31
256,32
256,35
256,41
256,42
256,53
256,55
256,56
256,65
256,68
256,90
256,92
256,102
256,108
256,110
256,111
256,113
256,114
256,116
256,117
256,121
256,130
256,134
256,147
256,160
256,177
256,180
256,186
256,193
256,194
256,200
256,201
256,203
256,204
256,205
256,207
256,208
256,216
256,217
256,225
256,228
256,233
256,234
256,235
256,245
256,248
256,252
256,264
256,265
256,266
257,1
257,8
257,9
257,15
257,16
257,26
257,29
257,31
257,32
257,35
257,41
257,42
257,55
257,56
257,65
257,90
257,92
257,102
257,107
257,108
257,111
257,113
257,114
257,116
257,117
257,121
257,130
257,134
257,147
257,160
257,177
257,180
257,186
257,193
257,194
257,200
257,201
257,205
257,207
257,208
257,216
257,217
257,225
257,234
257,235
257,248
257,252
257,253
257,264
257,265
258,6
258,9
258,15
258,26
258,29
258,31
258,32
258,35
258,41
258,42
258,53
258,55
258,56
258,65
258,66
258,67
258,90
258,91
258,92
258,103
258,107
258,108
258,110
258,111
258,117
258,121
258,130
258,134
258,147
258,177
258,180
258,186
258,193
258,194
258,200
258,201
258,205
258,208
258,216
258,217
258,225
258,234
258,235
258,245
258,252
258,256
258,264
258,265
258,266
259,1
259,6
259,8
259,15
259,16
259,26
259,29
259,31
259,32
259,35
259,41
259,42
259,53
259,55
259,56
259,65
259,68
259,85
259,90
259,92
259,102
259,107
259,108
259,111
259,113
259,114
259,116
259,117
259,121
259,130
259,134
259,160
259,177
259,180
259,186
259,193
259,194
259,200
259,201
259,205
259,207
259,208
259,216
259,217
259,225
259,233
259,234
259,235
259,245
259,248
259,252
259,253
259,256
259,264
259,265
259,266
260,6
260,8
260,26
260,29
260,35
260,41
260,42
260,53
260,55
260,65
260,90
260,91
260,108
260,110
260,111
260,113
260,114
260,116
260,117
260,160
260,186
260,193
260,194
260,200
260,201
260,203
260,207
260,217
260,234
260,235
260,245
260,256
260,266
261,1
261,6
261,8
261,15
261,16
261,26
261,29
261,31
261,32
261,35
261,41
261,42
261,53
261,55
261,56
261,65
261,66
261,85
261,90
261,91
261,92
261,102
261,107
261,108
261,110
261,111
261,113
261,114
261,116
261,117
261,121
261,130
261,134
261,147
261,160
261,177
261,180
261,186
261,193
261,194
261,200
261,201
261,204
261,205
261,207
261,208
261,216
261,217
261,222
261,225
261,228
261,233
261,234
261,235
261,245
261,248
261,252
261,253
261,256
261,264
261,265
261,266
262,1
262,6
262,8
262,9
262,15
262,16
262,26
262,29
262,31
262,32
262,35
262,41
262,42
262,53
262,55
262,56
262,65
262,68
262,84
262,85
262,90
262,91
262,102
262,107
262,108
262,110
262,111
262,113
262,114
262,116
262,117
262,121
262,130
262,134
262,147
262,160
262,177
262,180
262,186
262,193
262,194
262,200
262,201
262,204
262,207
262,208
262,217
262,222
262,225
262,228
262,233
262,234
262,235
262,245
262,248
262,252
262,253
262,255
262,256
262,264
262,265
262,266
263,1
263,8
263,15
263,16
263,26
263,29
263,31
263,32
263,35
263,41
263,42
263,55
263,56
263,65
263,85
263,90
263,91
263,102
263,107
263,108
263,110
263,111
263,113
263,114
263,116
263,117
263,121
263,130
263,147
263,155
263,160
263,177
263,180
263,186
263,193
263,194
263,200
263,201
263,203
263,207
263,208
263,225
263,228
263,233
263,234
263,235
263,245
263,248
263,252
263,255
263,256
263,264
263,265
263,266
264,1
264,6
264,8
264,9
264,16
264,26
264,29
264,32
264,35
264,41
264,54
264,56
264,65
264,68
264,84
264,85
264,90
264,91
264,102
264,103
264,107
264,108
264,110
264,111
264,113
264,114
264,116
264,130
264,147
264,155
264,177
264,186
264,193
264,194
264,200
264,203
264,204
264,207
264,208
264,217
264,225
264,228
264,232
264,233
264,234
264,235
264,245
264,248
264,253
264,255
264,256
265,6
265,8
265,9
265,15
265,26
265,29
265,31
265,32
265,35
265,42
265,53
265,56
265,65
265,66
265,67
265,90
265,91
265,92
265,103
265,108
265,110
265,111
265,113
265,116
265,117
265,121
265,130
265,134
265,147
265,160
265,177
265,180
265,186
265,193
265,194
265,200
265,201
265,204
265,205
265,207
265,208
265,216
265,217
265,228
265,233
265,234
265,235
265,245
265,252
265,256
265,266
266,1
266,6
266,8
266,15
266,26
266,29
266,31
266,32
266,35
266,42
266,53
266,55
266,56
266,65
266,68
266,90
266,91
266,92
266,102
266,108
266,111
266,113
266,116
266,117
266,121
266,130
266,134
266,160
266,177
266,180
266,186
266,193
266,194
266,200
266,201
266,204
266,205
266,207
266,208
266,216
266,217
266,225
266,228
266,233
266,234
266,235
266,245
266,252
266,256
266,265
267,1
267,6
267,8
267,9
267,15
267,16
267,26
267,29
267,31
267,32
267,35
267,41
267,42
267,53
267,55
267,56
267,65
267,90
267,92
267,102
267,107
267,108
267,110
267,111
267,113
267,114
267,116
267,117
267,121
267,130
267,134
267,147
267,160
267,177
267,180
267,186
267,193
267,194
267,200
267,201
267,205
267,207
267,208
267,216
267,217
267,225
267,233
267,234
267,235
267,245
267,248
267,252
267,253
267,256
267,264
267,265
267,266
268,6
268,9
268,15
268,26
268,29
268,31
268,32
268,42
268,53
268,55
268,56
268,65
268,66
268,67
268,90
268,92
268,103
268,108
268,110
268,121
268,130
268,134
268,147
268,160
268,177
268,180
268,193
268,194
268,200
268,201
268,205
268,208
268,216
268,217
268,245
268,248
268,252
268,264
268,265
